feature1,feature2,y
-0.000411979,-0.764274101,0
-0.000389232,-0.722075231,0
-0.000361415,-0.67046993,0
-0.000536268,-0.994846038,0
-0.000590514,-1.09547889,0
-0.000432599,-0.802526484,0
-0.000424573,-0.787636357,0
-0.000293624,-0.544709622,0
-0.000789726,-1.465041401,0
-0.000317607,-0.589201469,0
-0.0005509,-1.021988959,0
-0.000625238,-1.159896158,0
-0.000648814,-1.203633197,0
-0.00040562,-0.752476215,0
-0.00045119,-0.837015067,0
-0.000845728,-1.56893351,0
-0.000536654,-0.995560923,0
-0.000630137,-1.16898366,0
-0.000406473,-0.754059352,0
-0.000356494,-0.661340936,0
-0.000399905,-0.741875289,0
-0.000762966,-1.415399625,0
-0.0005624,-1.043323274,0
-0.000329617,-0.611481827,0
-0.000335737,-0.622834878,0
-9.33E-05,-0.173007402,0
-0.000731118,-1.356316099,0
-0.000600748,-1.114463575,0
-0.000782962,-1.452494495,0
-0.000537438,-0.997014962,0
-0.000293522,-0.544520656,0
-0.000644015,-1.194729768,0
-0.000329036,-0.61040361,0
-0.000506682,-0.939959555,0
-0.000442711,-0.82128535,0
-0.000265733,-0.492967728,0
-0.000635431,-1.178805693,0
-0.000698494,-1.295794743,0
-0.000626824,-1.162838501,0
-0.000466576,-0.865558486,0
-0.000698327,-1.295484619,0
-0.00068159,-1.264437087,0
-0.000583307,-1.082108017,0
-0.000581475,-1.078710469,0
-0.000525086,-0.974100702,0
-0.000791862,-1.469004094,0
-0.000396051,-0.73472438,0
-0.000721245,-1.33800153,0
-0.000496432,-0.920944114,0
-0.000677696,-1.25721322,0
-0.000460603,-0.854476635,0
-0.000655904,-1.216784574,0
-0.000339375,-0.629583901,0
-0.00055429,-1.028279166,0
-0.000492218,-0.913126964,0
-0.000396144,-0.73489809,0
-0.000812386,-1.507078484,0
-0.000489398,-0.907896061,0
-0.000309435,-0.574041536,0
-0.00039045,-0.72433372,0
-0.000501475,-0.930299283,0
-0.000407412,-0.755801601,0
-0.000634452,-1.176989196,0
-0.000211088,-0.391595572,0
-0.000670948,-1.244694589,0
-0.00040248,-0.7466522,0
-0.000265584,-0.492692649,0
-0.000667946,-1.239125455,0
-0.00046494,-0.862522191,0
-0.000618512,-1.147419014,0
-0.000458231,-0.850077389,0
-0.000660123,-1.224612107,0
-0.00074729,-1.38631746,0
-0.000588381,-1.091521888,0
-0.000457968,-0.849588292,0
-0.000211209,-0.391820189,0
-0.000823939,-1.528511085,0
-0.000263208,-0.48828371,0
-0.00064299,-1.192827519,0
-0.000135464,-0.251302317,0
-0.000667226,-1.23778873,0
-0.000563054,-1.044536385,0
-0.000786658,-1.459350251,0
-0.000537455,-0.997047449,0
-0.000472907,-0.877302236,0
-0.000381714,-0.708127521,0
-5.58E-05,-0.10344778,0
-0.000620584,-1.151261547,0
-0.000330534,-0.613181768,0
-0.000669192,-1.241435466,0
-0.000221355,-0.410640911,0
-0.000484669,-0.899121767,0
-0.000550259,-1.02080136,0
-0.000335496,-0.622388645,0
-0.000440575,-0.81732344,0
-0.00075777,-1.40575918,0
-0.000513204,-0.952059455,0
-0.000648602,-1.203239872,0
-0.000622519,-1.154852726,0
-0.000533525,-0.989756834,0
-0.000480711,-0.891779334,0
-0.00041362,-0.767317268,0
-0.000785628,-1.45744013,0
-0.000610034,-1.131689995,0
-0.000490716,-0.910340998,0
-0.000810232,-1.503083335,0
-0.000511223,-0.948384398,0
-0.000908369,-1.685139363,0
-0.000402903,-0.747437183,0
-0.000591344,-1.097018738,0
-0.000586728,-1.088455834,0
-0.000576716,-1.069881665,0
-0.000662945,-1.229846427,0
-0.000392019,-0.727244227,0
-0.000392445,-0.72803486,0
-0.000372285,-0.690636968,0
-0.00057649,-1.069462213,0
-0.000478778,-0.888194268,0
-0.000886267,-1.644137544,0
-0.000647693,-1.201553485,0
-0.000604547,-1.121512346,0
-0.000616581,-1.143835299,0
-0.000334739,-0.620984081,0
-0.000451082,-0.836813703,0
-0.000683756,-1.268454047,0
-0.000593788,-1.101552432,0
